Year,Class,Event,Name,School,Mark,Tie
1941,A,Pole Vault,"Winter, Lou","Riverside, Gainesville",8-Nov,Tie
1941,B,Pole Vault,"Wilkins, Gordon",Colquitt,11-7.75,
1941,C,Pole Vault,"Lowrey, Mac",Preston,11,
1941,A,Relay--Half Mile,,Boys' High,01:33.6,
1941,B,Relay--Half Mile,,Cordele,01:37.1,
1941,C,Relay--Half Mile,,Woodburry,01:48.8,
1941,A,Shot Put,"Townsend, Harold","Riverside, Gainesville",49-0.5,
1941,B,Shot Put,"Saxton, Robert",Albany,45-4.75,
1941,C,Shot Put,"Booth, W",Meigs,44-11.5,
1942,A,100yd Dash,"Brooks, Charlie",Boys' High,10.3,
1942,B,100yd Dash,"Morgan, Bobby",Carrollton,10.4,
1942,C,100yd Dash,"Dickey, Tom",Powers Ferry,10.5,
1942,A,120yd High Hurdles,"King, Lafayette",Lanier,24.5,
1942,B,120yd Low Hurdles,"Matthews, Carlton",Wrens,14.5,
1942,C,120yd Low Hurdles,"Bullock, Rufus",Ochlochnee,,
1942,A,200yd Low Hurdles,"Koons, Herbert",Marist,24.5,
1942,A,220yd Dash,"Hass, Billy",Boys' High,24,
1942,B,220yd Dash,"Morgan, Bobby",Carrollton,23.5,
1942,C,220yd Dash,"Dickey, Tom",Powers Ferry,23,Tie
1942,C,220yd Dash,"Yarbrough, Cliff",Edison,23,Tie
1942,A,440yd Dash,"Dendinger, Dick",Boys' High,53.6,
1942,B,440yd Dash,"Dobson, Gus",Canton,54,
1942,C,440yd Dash,"Gilbert, Willard",Morgan,55.5,
1942,A,880yd Run,"Atkinson, Albert",Richmond Aca.,2:38,
1942,A,Discus,"Brown, Ed",Lanier,112-4,
1942,B,Discus,"Rackley, Ray",Ellijay,113-9.5,
1942,C,Discus,"Melton, Hewlette",Woodbury,109,
1942,A,High Jump,"Thrash, Pat",Lanier,9-May,
1942,B,High Jump,"Matthews, Carlton",Wrens,11-May,
1942,C,High Jump,"White, James",Edison,9-May,
1942,A,Javelin,"Thrash, Pat",Lanier,166-8,
1942,A,Long Jump,"Hass, Billy",Boys' High,21-7,
1942,B,Long Jump,"Gatewood, Jim",Americus,21-8,
1942,C,Long Jump,"Garrett, Richard",Woodbury,20-6,
1942,A,Mile Run,"Atkinson, Andy",Richmond Aca.,4:46,
1942,A,Pole Vault,"Dooley, Denzil",Lanier,Nov-00,Tie
1942,A,Pole Vault,"Stalling, Bill",Lanier,Nov-00,Tie
1942,B,Pole Vault,"Hickman, Henry",Athens,4-Nov,
1942,C,Pole Vault,"Williams, Eugene",Coolidge,3-Nov,
1942,A,Relay--Half Mile,,Boys' High,01:36.8,
1942,B,Relay--Half Mile,,Thomasville,01:37.4,
1942,C,Relay--Half Mile,,Ochlochnee,01:40.6,
1942,A,Shot Put,"King, Lafayette",Lanier,44-11,
1942,B,Shot Put,"Dorough, J.W.",Cordele,43-2.25,
1942,C,Shot Put,"Melton, Hewlette",Woodbury,42-7.25,
1943,A,100yd Dash,"Bass, Billy",Boys' High,10.3,
1943,B,100yd Dash,"Whitmire, James",Griffin,10.4,
1943,C,100yd Dash,"Yarbrough, Cliff",Edison,10.4,
1943,A,120yd High Hurdles,"Lennox, Edward",GMA,16.8,
1943,B,120yd Low Hurdles,"Bradberry, George",Athens,14.7,
1943,C,120yd Low Hurdles,"Bullock, Rufus",Ochlochnee,14.3,
1943,A,200yd Low Hurdles,"Lenox, Ed",GMA,25.3,
1943,A,220yd Dash,"Dickey, Tom",Marist,23,
1943,B,220yd Dash,"Bailey, George",Griffin,23.4,
1943,C,220yd Dash,"Yarbrough, Cliff",Edison,23.6,
1943,A,440yd Dash,"Thompson, Carl",GMA,52,
1943,B,440yd Dash,"Walker, Henry",Griffin,55.2,
1943,C,440yd Dash,"McCorkle, Donald",Edison,56-6,
1943,A,880yd Run,"Atkinson, Albert",Richmond Aca.,2:01,
1943,A,Discus,"Reynolds, Scott",Boys' High,105-7.25,
1943,B,Discus,"Blankenship, Jack",Thomaston,112-1,
1943,C,Discus,"Lanier, Leon",Crawford,103,
1943,A,High Jump,"Fowke, Norman",North Fulton,7-May,
1943,B,High Jump,"Tanner, W.H.",Chamblee,8-May,
1943,C,High Jump,"Brown, Carl",Bogart,4-May,
1943,A,Javelin,"Lawrence, Randy",Columbus,158,
1943,A,Long Jump,"Thompson, Carl",GMA,20-0.75,
1943,B,Long Jump,"Bradberry, George",Athens,20-3.75,
1943,C,Long Jump,"Bullock, Rufus",Ochlochnee,20-4,
1943,A,Mile Run,"Atkinson, Andy",Richmond Aca.,04:31.5,
1943,A,Pole Vault,"Stalling, Bill",Lanier,8-Nov,
1943,B,Pole Vault,"Brisendine, R",Griffin,10,
1943,C,Pole Vault,"Mauldin, Barquell",Springfield,Sep-00,
1943,A,Relay--Half Mile,,Boys' High,01:34.7,
1943,B,Relay--Half Mile,,Griffin,01:37.1,
1943,C,Relay--Half Mile,,Ochlochnee,1:43,
1943,A,Shot Put,"Dinkins, Cecil",GMA,42-3,
1943,B,Shot Put,"Whitmire, James",Griffin,45-1.5,
1943,C,Shot Put,"Noland, W.M.",Gay,39-8.5,
1944,A,100yd Dash,"Ray, Dickey",Boys' High,10.6,
1944,B,100yd Dash,"Rogers, Billy",Commerce,10.4,
1944,C,100yd Dash,"White, V",Monticello,11,
1944,A,120yd High Hurdles,"Wender, Donald",Boys' High,17.2,
1944,B,120yd Low Hurdles,"Bradberry, George",Athens,15,
1944,C,120yd Low Hurdles,"Weeks, William",Monticello,15.4,
1944,A,200yd Low Hurdles,"Coons, Tommy",Boys' High,20.6,
1944,A,220yd Dash,"Underwood, G.A.",Richmond,23.9,
1944,B,220yd Dash,"Hargrove, Billy",Fitzgerald,25,
1944,C,220yd Dash,"Ezell, C",Monticello,25.2,
1944,A,440yd Dash,"Chajage, Sylvan",Boys' High,54.7,
1944,B,440yd Dash,"Smith, Ed",Americus,57,
1944,C,440yd Dash,"Kouston, Calvin",Damascus,54,
1944,A,880yd Run,"Stewart, Jack",Boys' High,02:14.2,
1944,A,Discus,"Nolan, Jim",Lanier,106,
1944,B,Discus,"Wilkie, Roy",Griffin,106-1.5,
1944,C,Discus,"Culbreth, Bud",Edison,101-6.5,
1944,A,High Jump,"Lambert, Bob",Lanier,7-May,
1944,B,High Jump,"Layton, Cecil",Tennille,6-May,
1944,C,High Jump,"Key, Ben",Woodbury,5-8.5,
1944,A,Javelin,"Nolan, Jim",Lanier,154-10.375,
1944,A,Long Jump,"Lambert, Bob",Lanier,19-8,
1944,B,Long Jump,"Bradberry, George",Athens,21-2.5,
1944,C,Long Jump,"Paul, David",Morgan,20-4.5,
1944,A,Mile Run,"Hornsby, Sterling",Tech High,4:59,
1944,A,Pole Vault,"Catlin, Jack",Boys' High,10-3.5,
1944,B,Pole Vault,"White, Harvel",Hogansville,8-Sep,
1944,C,Pole Vault,"Dews, Alton",Edison,2-Oct,Tie
1944,C,Pole Vault,"Joiner, Jesse",Oglethorpe,2-Oct,Tie
1944,A,Relay--Half Mile,,Tech High,01:40.8,
1944,B,Relay--Half Mile,,Americus,01:44.2,
1944,C,Relay--Half Mile,,Monticello,01:39.7,
1944,A,Shot Put,"Mitchell, Hugh",North Fulton,43-2,
1944,B,Shot Put,"Layton, Cecil",Tennille,40-11.25,
1944,C,Shot Put,"Dixon, Hal",Morgan,38-3.25,
1945,A,100yd Dash,"Sutton, Ben",GMA,10.3,
1945,B,100yd Dash,"Loyd, Clabie",Gainesville,10.6,
1945,C,100yd Dash,"Adcock, Bobby",Senoia,11.2,
1945,A,120yd High Hurdles,"Coons, Tommy",Boys' High,15.5,
1945,B,120yd Low Hurdles,"Bryans, Henderson",McDonough,15.4,
1945,C,120yd Low Hurdles,"Dews, Alton",Edison,15.7,
1945,A,200yd Low Hurdles,"Coons, Tommy",Boys' High,24,
1945,A,220yd Dash,"Fowlkes, Douglas",North Fulton,23,
1945,B,220yd Dash,"Ledsinger, Lewis",Marietta,23.9,
1945,C,220yd Dash,"Paul, David",Morgan,25.8,
1945,A,440yd Dash,"Laney, Ben",GMA,52.5,
1945,B,440yd Dash,"Houston, Calvin",Colquitt,53.4,
1945,C,440yd Dash,"Herrington, Benson",Sardis,56.8,
1945,A,880yd Run,"Smith, Robert",Boys' High,2:06,
1945,B,880yd Run,"Willoughby, Broadus",Colquitt,02:06.3,
1945,C,880yd Run,"Lewis, Billy T.",Damascus,02:15.6,
1945,A,Discus,"Broadnax, George",Boys' High,106,
1945,B,Discus,"Beall, Dilbon",Thomasville,108-7,
1945,C,Discus,"Mobley, Dan",Greenville,108-2,
1945,A,High Jump,"Davis, Robert",GMA,5-4.5,Tie
1945,A,High Jump,"Smith, Dug",Boys' High,5-4.5,Tie
1945,B,High Jump,"Thompson, Albert",Thomaston,7-May,
1945,C,High Jump,"Joiner, Jesse",Oglethorpe,8-May,
1945,A,Javelin,"Nolan, Jim",Lanier,176-7,
1945,A,Long Jump,"Winters, Billy",Boys' High,20-3.25,
1945,B,Long Jump,"Lonine, Joe",Hapeville,21-1,
1945,C,Long Jump,"Camp, Kenneth",Greenville,21-6.675,
1945,A,Mile Run,"Smith, Robert",Boys' High,04:52.4,
1945,A,Pole Vault,"Davis, Robert",GMA,4-Oct,
1945,B,Pole Vault,"Kirkland, Junior",Glennville,2-Oct,
1945,C,Pole Vault,"Joiner, Jesse",Oglethorpe,11,
1945,A,Relay--Half Mile,,GMA,01:34.8,
1945,B,Relay--Half Mile,,Griffin,01:38.8,
1945,C,Relay--Half Mile,,Greenville,01:39.3,
1945,A,Shot Put,"Nolan, Jim",Lanier,46,
1945,B,Shot Put,"Poythress, Remes",Swainsboro,43-7,
1945,C,Shot Put,"Mobley, Dan",Greenville,42-10.5,
1946,A,100yd Dash,"Garrett, Harry",Russell,10.1,
1946,B,100yd Dash,"Phillips, C.G.",Southwest Dekalb,10.8,
1946,C,100yd Dash,"Temples, James",Morgan,11,
1946,A,120yd High Hurdles,"Coons, Tommy",Boys' High,15.2,
1946,B,120yd Low Hurdles,"Sheffield, John West",Americus,14.7,
1946,C,120yd Low Hurdles,"Dews, Alton",Edison,15.2,Tie
1946,C,120yd Low Hurdles,"Fowler, Norman",Woodbury,15.2,Tie
1946,A,200yd Low Hurdles,"Coons, Tommy",Boys' High,23.4,
1946,A,220yd Dash,"Sutton, Ben",GMA,22.9,
1946,B,220yd Dash,"Miller, Frank",Decatur,23.9,
1946,C,220yd Dash,"Temples, James",Morgan,24.5,
1946,A,440yd Dash,"Sutton, Ben",GMA,51.4,
1946,B,440yd Dash,"Maddox, A.K.",Griffin,53,
1946,C,440yd Dash,"Dickey, Paul",Springfield,54.4,
1946,A,880yd Run,"Smith, Red",Boys' High,2:34,
1946,B,880yd Run,"Reeves, Donald",Thomaston,02:12.2,
1946,C,880yd Run,"Caldwell, Thomas",Greenville,2:14,
1946,A,Discus,"Duckworth, Jesse",Lanier,127-9.5,
1946,B,Discus,"Virden, Wiley",Griffin,128,
1946,C,Discus,"Culbreth, Watkins",Edison,124-5,
1946,A,High Jump,"Smith, Dug",Boys' High,5-10.25,
1946,B,High Jump,"Oettmeier, Bert",Homerville,6-May,
1946,C,High Jump,"Rice, Gaylord",Greenville,6-May,
1946,A,Javelin,"Wilson, Roger",Lanier,157-10,
1946,A,Long Jump,"Cheney, L",Tech High,20-0.75,
1946,B,Long Jump,"Conine, Joe",Hapeville,19-8,
1946,C,Long Jump,"Rice, Gaylord",Greenville,19-4,
1946,A,Mile Run,"Smith, Red",Boys' High,04:49.7,
1946,B,Mile Run,"Wingo, Paul",Marietta,04:36.2,
1946,C,Mile Run,"Whidden, Drexel",Sumner,5:08,
1946,A,Pole Vault,"Weir, Paul",Tech High,6-Oct,
1946,B,Pole Vault,"Stephens, Kenneth",Swainsboro,9-Oct,
1946,C,Pole Vault,"Copeland, Dan",Tennille,9-Oct,
1946,A,Relay--Half Mile,,Tech High,01:35.3,
1946,B,Relay--Half Mile,,Americus,01:38.5,
1946,C,Relay--Half Mile,,Springfield,01:40.5,
1946,A,Shot Put,"Sutton, Ben",GMA,45-4.5,
1946,B,Shot Put,"Amsler, Buddy",Decatur,40-6,
1946,C,Shot Put,"Lunceford, Malcom",Union Point,43-4.75,
1947,A,100yd Dash,"Slover, Jack",Tech High,10.5,
1947,B,100yd Dash,"Woodlee, Tommy",Gordon Lee,10.3,
1947,C,100yd Dash,"Temples, James",Morgan,10.7,
1947,A,120yd High Hurdles,"Shiver, Jim",Boys' High,15.9,
1947,B,120yd Low Hurdles,"Martin, Bob",Druid Hills,15.3,Tie
1947,B,120yd Low Hurdles,"McGee, Buford",Fitzgerald,15.3,Tie
1947,C,120yd Low Hurdles,"Fowler, Norman",Woodbury,15.6,
1947,A,200yd Low Hurdles,"Ward, Rufus",GMA,24-8,
1947,A,220yd Dash,"Slover, Jack",Tech High,23.9,
1947,B,220yd Dash,"Miller, Frank",Decatur,23.3,
1947,C,220yd Dash,"Temples, James",Morgan,24.1,
1947,A,440yd Dash,"O'Connor, Kent",GMA,52.4,
1947,B,440yd Dash,"Tate, John",Marietta,54.4,
1947,C,440yd Dash,"Weaver, Malcolm",Effingham Aca.,55.8,
1947,A,880yd Run,"Schultz, F.B.",GMA,02:09.5,
1947,B,880yd Run,"Glover, Bolan",Marietta,2:05,
1947,C,880yd Run,"Washington, Frank",Greenville,2:15,
1947,A,Discus,"Gore, Donald",Boys' High,123-11,
1947,B,Discus,"Virden, Wiley",Griffin,130-3,
1947,C,Discus,"Mann, Elmore",Greenville,123-4,
1947,A,High Jump,"Griffin, Chas",Tech High,8-May,Tie
1947,A,High Jump,"Jones, John",Jordan,8-May,Tie
1947,B,High Jump,"Smith, Ray",Cochran,4-May,Tie
1947,B,High Jump,"Williams, Ed",Cordele,4-May,Tie
1947,C,High Jump,"Mathis, Edwin",Waresboro,7-May,
1947,A,Javelin,"Buchman, Roy",GMA,159-10,
1947,A,Long Jump,"Langly, Derwent",Richmond,20-2,
1947,B,Long Jump,"McGee, Buford",Fitzgerald,20-9,
1947,C,Long Jump,"Bice, Gaylord",Greenville,22,
1947,A,Mile Run,"Jones, Randall",Tech High,04:46.7,
1947,B,Mile Run,"Wingo, Paul",Marietta,04:43.5,
1947,C,Mile Run,"Wilson, Weyman",Zebulon,05:04.2,
1947,A,Pole Vault,"Stamps, Ralph",Russell,10-Oct,Tie
1947,A,Pole Vault,"Sudderth, Terhune",Tech High,10-Oct,Tie
1947,A,Pole Vault,"Tanner, Louie",Jordan,10-Oct,Tie
1947,B,Pole Vault,"Mullis, Durden",Soperton,2-Nov,Tie
1947,B,Pole Vault,"Pierce, Harold",Chamblee,2-Nov,Tie
1947,C,Pole Vault,"Rawlins, Harry",Zebulon,6-Oct,
1947,A,Relay--Half Mile,,GMA,01:35.1,
1947,B,Relay--Half Mile,,Decatur,01:34.8,
1947,C,Relay--Half Mile,,Greenville,01:41.6,
1947,A,Shot Put,"Steele, Richard",Boys' High,42-11.5,
1947,B,Shot Put,"Grimes, Buford",Colquitt,44-3.5,
1947,C,Shot Put,"Fowler, Norman",Woodbury,45-11.75,
1948,A,100yd Dash,"Huddleston, Randolph",Brown,10.2,
1948,B,100yd Dash,"Woodlee, Tommy",Gordon Lee,10.2,
1948,C,100yd Dash,"Cone, Kelly",Clyattville,10.7,
1948,A,120yd High Hurdles,"Fickling, Bill",Lanier,16,
1948,B,120yd Low Hurdles,"Barrett, Barney",Druid Hills,15.05,
1948,C,120yd Low Hurdles,"Stewart, Norwood",Ochlochnee,15.7,
1948,A,200yd Low Hurdles,"Kuglar, Doyle",Smith,23.9,
1948,A,220yd Dash,"Hornbuckle, Bob",Roosevelt,23.1,
1948,B,220yd Dash,"Woodlee, Tommy",Gordon Lee,23.3,
1948,C,220yd Dash,"Brown, Ted",Fitzhugh Lee,24.7,
1948,A,440yd Dash,"Brigham, E.F.",Richmond,51.9,
1948,B,440yd Dash,"Tate, John",Marietta,52.7,
1948,C,440yd Dash,"McDonald, Clifton",Hoboken,58.3,
1948,A,880yd Run,"Smith, Ed",Bass,2:07,
1948,B,880yd Run,"Williams, Harry",Thomasville,02:08.9,
1948,C,880yd Run,"Baker, Raymond",Ga. School for the Deaf,2:15,
1948,A,Discus,"Rustin, Paul",Lanier,130-8,
1948,B,Discus,"Ferris, Pete",Griffin,137-6,
1948,C,Discus,"Overstreet, Spencer",Wadley,113-11,
1948,A,High Jump,"Folsom, Carl",Lanier,6-0.5,
1948,B,High Jump,"Fee, Bill",Druid Hills,9-May,Tie
1948,B,High Jump,"Purser, Branner",Statesboro,9-May,Tie
1948,C,High Jump,"Sturdivant, Lewis",Chipley,9-May,
1948,A,Javelin,"Bennett, Milford",Murphy,173-9,
1948,A,Long Jump,"Hornbuckle, Bob",Roosevelt,19-10.5,
1948,B,Long Jump,"Bolt, Daniel",McHenry,21-5.25,
1948,C,Long Jump,"Stewart, Norwood",Ochlochnee,21-2,
1948,A,Mile Run,"Jones, Randall",Bass,04:46.3,
1948,B,Mile Run,"Albertson, Frank",Druid Hills,4:55,
1948,C,Mile Run,"Webb, Charles",Morgan,05:07.2,
1948,A,Pole Vault,"Tanner, Louie",Jordan,11,
1948,B,Pole Vault,"Barrett, Barney",Druid Hills,11,
1948,C,Pole Vault,"Batton, Ed",Montezuma,6-Oct,
1948,A,Relay--Half Mile,,Brown,01:34.2,
1948,B,Relay--Half Mile,,Marietta,01:35.7,
1948,C,Relay--Half Mile,,Ga. School for the Deaf,01:41.7,
1948,A,Shot Put,"Huddleston, Randolph",Brown,43-3.5,
1948,B,Shot Put,"Grimes, Buford",Colquitt,47-11,Tie
1948,B,Shot Put,"Morris, Jack",Calhoun,47-11,Tie
1948,C,Shot Put,"Overstreet, Spencer",Wadley,43-4.5,
1949,A,100yd Dash,"Echols, Ted",North Fulton,10.5,
1949,B,100yd Dash,"McHann, Frank",Albany,10.7,
1949,C,100yd Dash,"Bailey, Gene",Montezuma,10.6,Tie
1949,C,100yd Dash,"Wall, Joe",Shellman,6-Oct,Tie
1949,A,120yd High Hurdles,"Fickling, Bill",Lanier,15.5,
1949,B,120yd High Hurdles,"Tate, John",Marietta,15.7,
1949,C,120yd High Hurdles,"Garrett, Tom",Woodbury,17.55,
1949,A,200yd Low Hurdles,"Vilece, Allen",Decatur,23.5,
1949,B,200yd Low Hurdles,"Moore, Kenneth",Calhoun,24.5,
1949,C,200yd Low Hurdles,"Sims, Hugh",Ashburn,25.5,
1949,A,220yd Dash,"Francisco, Johnny",Columbus,23,
1949,B,220yd Dash,"Northcutt, Fred",Toccoa,23.6,
1949,C,220yd Dash,"Wall, Joe",Shellman,24.7,
1949,A,440yd Dash,"Braden, Davis",Decatur,51.8,
1949,B,440yd Dash,"Tate, John",Marietta,51.8,
1949,C,440yd Dash,"Ashley, Charles",Louisville,55.5,
1949,A,880yd Run,"Kennedy, Elmer",Lanier,02:06.3,
1949,B,880yd Run,"Beasley, Ralph",Gordon Lee,02:08.2,
1949,C,880yd Run,"Barnes, Cecil Floyd",Loganville,2:14,
1949,A,Discus,"Cooper, Almond",Decatur,137-9,
1949,B,Discus,"Wynn, Lamar",Fitzgerald,147-11.5,
1949,C,Discus,"Flury, Frank",Chattanooga Valley,118-10,
1949,A,High Jump,"Ford, Roy",Bass,11-May,Tie
1949,A,High Jump,"Meehan, Jack",O'Keefe,11-May,Tie
1949,B,High Jump,"Gray, Billy",Perry,Jun-00,
1949,B,High Jump,"Roberts, Jack",Gainesville,Jun-00,
1949,C,High Jump,"Knight, Jack",Tennille,10-May,Tie
1949,C,High Jump,"Lindsey, Bob",Montezuma,10-May,Tie
1949,A,Javelin,"Bennett, Milford",Murphy,167-5,
1949,A,Long Jump,"Malley, Gordon",North Fulton,21-6,
1949,B,Long Jump,"Finch, Jesse",Glennville,21-0.5,
1949,C,Long Jump,"Brown, Ted",Fitzhugh Lee,20-8.5,
1949,A,Mile Run,"Orth, Bob",Lanier,04:37.9,
1949,B,Mile Run,"Albertson, Frank",Druid Hills,4:45,
1949,C,Mile Run,"Carter, David Lee",Loganville,04:52.2,
1949,A,Pole Vault,"Neelands, Hugh",Richmond,6-Nov,
1949,B,Pole Vault,"Tabb, Jim Tom",Colquitt,10-Oct,Tie
1949,B,Pole Vault,"Wright, A.C.",Hapeville,10-Oct,Tie
1949,C,Pole Vault,"Rhodes, Sam",Tennille,6-Oct,
1949,A,Relay--Half Mile,,Columbus,01:33.6,
1949,B,Relay--Half Mile,,Marietta,01:35.8,
1949,C,Relay--Half Mile,,Ashburn,01:40.0,
1949,A,Shot Put,"Lawrence, James",Lanier,50-2.5,
1949,B,Shot Put,"Griffith, Vernon",Eatonton,49-1,
1949,C,Shot Put,"Flury, Frank",Chattanooga Valley,43-3,
1950,AA,100yd Dash,"Echols, Ted",North Fulton,10.4,
1950,B,100yd Dash,"McHann, Fred",Albany,10.3,
1950,C,100yd Dash,"Ashley, Charles",Louisville,10.8,
1950,AA,120yd High Hurdles,"Lanford, Clarence",Grady,15-9,
1950,B,120yd High Hurdles,"Morris, James",Marietta,15.3,
1950,C,120yd High Hurdles,"Raines, Harold",Ashburn,16.9,
1950,AA,200yd Low Hurdles,"Hall, Joe",Columbus,22.9,
1950,B,200yd Low Hurdles,"Morris, James",Marietta,24,
1950,C,200yd Low Hurdles,"Barrett, Billy",Statham,25.53,
1950,AA,220yd Dash,"Johnson, Tom",Decatur,22.4,
1950,B,220yd Dash,"McHann, Frank",Albany,23.6,
1950,C,220yd Dash,"Kennedy, Ray",Louisville,24.9,
1950,AA,440yd Dash,"Morrison, Mott",Murphy,52.2,
1950,B,440yd Dash,"Gettys, Carl",Dublin,54.7,
1950,C,440yd Dash,"Ashley, Charles",Louisville,53.65,
1950,AA,880yd Run,"Griffith, Gene",Russell,02:04.8,
1950,B,880yd Run,"Beasley, Ralph",Gordon Lee,2:07,
1950,C,880yd Run,"Washington, Gary",Greenville,2:13,
1950,AA,Discus,"Webster, Frank",Roosevelt,152-0.5,
1950,B,Discus,"Griffis, Bobby",Tifton,133-5.5,
1950,C,Discus,"Calhoun, Perian",Woodbury,128-10.5,
1950,AA,High Jump,"Green, Harry",Murphy,10-May,
1950,B,High Jump,"Gray, Billy",Perry,Jun-00,Tie
1950,B,High Jump,"Shivers, Juby",Manchester,Jun-00,Tie
1950,C,High Jump,"Spence, Steve",Waresboro,7-May,
1950,AA,Javelin,"Pyle, Jimmy",Richmond,178-11.5,
1950,AA,Long Jump,"Stapp, Doug",Marist,21-6.125,
1950,B,Long Jump,"George, Kenneth",Waycross,20-8,
1950,C,Long Jump,"Gentry, Ralph",Ga. School for the Deaf,19-8.5,
1950,AA,Mile Run,"Perry, Jack",GMA,4:49,
1950,B,Mile Run,"Hollaman, Jimmy",College Park,04:42.3,
1950,C,Mile Run,"Whitner, Charles",Fitzhugh Lee,4:47,
1950,AA,Pole Vault,"Reid, Richard",Lanier,11,
1950,B,Pole Vault,"Tabb, Jim Tom",Colquitt,6-Nov,
1950,C,Pole Vault,"Cowart, Erwin",Garfield,10-Oct,
1950,AA,Relay--Half Mile,,Smith,01:32.9,
1950,B,Relay--Half Mile,,Thomaston,1:36,
1950,C,Relay--Half Mile,,Ashburn,1:41,
1950,AA,Shot Put,"Echols, Ted",North Fulton,49-2.5,
1950,B,Shot Put,"Griffis, Bobby",Tifton,47-11,
1950,C,Shot Put,"Calhoun, Perian",Woodbury,44-6.375,
1951,A,100yd Dash,"Farren, Tom",Hapeville,10.7,
1951,AA,100yd Dash,"Fears, Emory",Sylvan,10.6,
1951,B,100yd Dash,"Griffin, Frank",Waynesboro,10.5,
1951,C,100yd Dash,"Lawton, Ward",North Clayton,11,
1951,A,120yd High Hurdles,"Ellard, Harold",Druid Hills,16.9,
1951,AA,120yd High Hurdles,"Morris, James",Marietta,15.1,
1951,B,120yd High Hurdles,"Hurst, Jule",Mitchell Co.,16.6,
1951,C,120yd High Hurdles,"Wilford, Sim",Ochlochnee,17.4,
1951,A,180yd Low Hurdles,"Barron, Bobby",Canton,21.8,
1951,AA,180yd Low Hurdles,"Morris, James",Marietta,19.8,
1951,B,180yd Low Hurdles,"Thompson, Herschel",Perry,22.8,
1951,C,180yd Low Hurdles,"Singletary, Jerry",Ochlochnee,23.3,
1951,A,220yd Dash,"Eubanks, Bobby",Griffin,23.9,
1951,AA,220yd Dash,"Waters, Grady",Smith,22.4,
1951,B,220yd Dash,"Bennett, Gus",Model,23.2,
1951,C,220yd Dash,"Jones, W.C.",Oglethorpe,25.2,
1951,A,440yd Dash,"George, Kenneth",Waycross,56.4,
1951,AA,440yd Dash,"Wilcher, Elbert",Lanier,51.9,
1951,B,440yd Dash,"Gettys, Carl",Dublin,56.4,
1951,C,440yd Dash,"Gardner, Rentz",Darien,56.5,
1951,A,880yd Run,"Marx, Albert",Druid Hills,02:10.5,
1951,AA,880yd Run,"Roberts, Fred",Lanier,02:03.5,
1951,B,880yd Run,"Strickland, Nick",Ft. Valley,02:10.5,
1951,C,880yd Run,"York, Bobby",Meriwether Co.,2:15,
1951,A,Discus,"Perdue, Roland",College Park,129-3,
1951,AA,Discus,"Silas, Joe",Lanier,138-10.5,
1951,B,Discus,"Poe, Charles",Berry,124-9,
1951,C,Discus,"Calhoun, Perian",Meriwether Co.,135-8,
1951,A,High Jump,"Barron, Bobby",Canton,Jun-00,
1951,AA,High Jump,"Bloodworth, Herman",Lanier,9-May,
1951,B,High Jump,"Spence, Steve",Waynesboro,8-May,
1951,C,High Jump,"Bunn, Alton",Greenville,7-May,Tie
1951,C,High Jump,"Tingle, Curtis",Harrison,7-May,Tie
1951,AA,Javelin,"Hall, Jack",Richmond,162-1,
1951,A,Long Jump,"George, Kenneth",Waycross,19-7.875,
1951,AA,Long Jump,"Stapp, Doug",Marist,21-10.75,
1951,B,Long Jump,"Moore, Everett",Greensboro,20-5.25,
1951,C,Long Jump,"Groover, Theron",Register,20-0.375,
1951,A,Mile Run,"Holliman, Jimmy",College Park,04:43.5,
1951,AA,Mile Run,"Carson, John L.",Roosevelt,04:38.7,
1951,B,Mile Run,"Whitner, Charles",Fitzhugh Lee,4:49,
1951,C,Mile Run,"Turner, Abbie",Greenville,05:02.3,
1951,A,Pole Vault,"Fussell, Frank",Druid Hills,4-Oct,Tie
1951,A,Pole Vault,"Page, Carroll",Canton,4-Oct,Tie
1951,AA,Pole Vault,"Hall, Jack",Richmond,6-Nov,
1951,B,Pole Vault,"Southern, Harold",Osborne,11,
1951,C,Pole Vault,"Beard, Joe",Morgan,4-Oct,
1951,A,Relay--Half Mile,,Canton,01:39.5,
1951,AA,Relay--Half Mile,,Sylvan,01:33.5,
1951,B,Relay--Half Mile,,Ft. Valley,01:38.6,
1951,C,Relay--Half Mile,,Louisville,,
1951,A,Shot Put,"Johnson, Cotton",Hapeville,45-3.5,
1951,AA,Shot Put,"Defore, Joe",Lanier,47-8,
1951,B,Shot Put,"Hudson, Charles",Dublin,45-5.25,
1951,C,Shot Put,"Calhoun, Perian",Meriwether Co.,46-1.75,
1952,A,100yd Dash,"Wing, Harry",Gainesville,10.4,
1952,AA,100yd Dash,"Gatlin, Hugh",Bass,10.7,
1952,B,100yd Dash,"Bennett, Gus",Model,10.2,
1952,C,100yd Dash,"Scarborough, Aubrey",Shellman,10.65,
1952,A,120yd High Hurdles,"Smith, Joe",Druid Hills,15.5,
1952,AA,120yd High Hurdles,"Fischer, Jimmy",Murphy,17.1,
1952,B,120yd High Hurdles,"Martin, Grady",Camilla,16.9,
1952,C,120yd High Hurdles,"Cleveland, Warren",Damascus,17,
1952,A,180yd Low Hurdles,"Smith, Joe",Druid Hills,22,
1952,AA,180yd Low Hurdles,"Johnson, Billups",Lanier,21,
1952,B,180yd Low Hurdles,"Charles, Melvin",Greensboro,22.5,
